pairs,Aggregate Dissimilarity
1 50,0.5617683703395603
1 51,0.5705620938652775
1 52,0.30279705935163914
1 53,0.4640268525274015
1 54,0.2766673826229456
1 55,0.4565703572887001
1 56,0.5376599631945439
1 57,0.4431141105512258
1 58,0.5133230182595367
1 59,0.345848533198779
1 60,0.46226287262872623
1 61,0.3896698305115564
1 62,0.4195100927106559
1 63,0.4011438064478492
1 64,0.46344209807767633
1 65,0.5302046612163075
1 66,0.5035346458440821
1 67,0.5118129187302497
1 68,0.2926377912786676
1 69,0.48384687096801077
1 70,0.49511965940179387
1 71,0.43245049105509226
1 72,0.4185298387090664
1 73,0.2830690924326073
1 74,0.4329908675799087
1 75,0.49754303882149803
1 76,0.4247849858286114
1 77,0.38273740390465133
1 78,0.2860842153990452
1 79,0.46193936645824385
1 80,0.45844262083940374
1 81,0.5006400990065254
1 82,0.5030237409586844
1 83,0.2711379651537639
1 84,0.4666986195302267
1 85,0.48502497891906515
1 86,0.4780480796840398
1 87,0.38586207954615187
1 88,0.41203039518513723
1 89,0.36841630849912077
1 90,0.5500887747904597
1 91,0.3814365605914935
1 92,0.4391027476810972
1 93,0.5347151478923232
1 94,0.5133547817166738
1 95,0.5107145130019933
1 96,0.2905572753658764
1 97,0.4918877797248757
1 98,0.25551303381359225
1 99,0.3818586717457893
2 3,0.3557185587231886
2 4,0.432848793822017
2 5,0.17638874683407163
2 6,0.4659362397370129
2 7,0.34460040169314193
2 8,0.3242772061491932
2 9,0.48675681654775727
2 10,0.25080128387249767
2 11,0.34260837646117587
2 12,0.362262285468815
2 13,0.3240701849288552
2 14,0.4105908116671326
2 15,0.4448092790964253
2 16,0.345004784406245
2 17,0.4459056771165978
2 18,0.48871641540010596
2 19,0.31569133723207515
2 20,0.4080142782137914
2 21,0.3417580931470483
2 22,0.37165906010471905
2 23,0.2561955598588695
2 24,0.48820104052312535
2 25,0.3120668559215645
2 26,0.5478361452610893
2 27,0.39434231650116336
2 28,0.3115595118769191
2 29,0.5031604734554473
2 30,0.25555866182089276
2 31,0.37378213564075813
2 32,0.35957839645491785
2 33,0.3924291222224495
2 34,0.34697286866634386
2 35,0.3671751092685654
2 36,0.2970674203527051
2 37,0.2681396804183306
2 38,0.27097445058878883
2 39,0.3502708133036041
2 40,0.16789989188681376
2 41,0.3254675497551733
2 42,0.3498900306308067
2 43,0.20902258330662704
2 44,0.3595896850777286
2 45,0.40479406597253004
2 46,0.3434266122085319
2 47,0.3167586045443905
2 48,0.35622086455698215
2 49,0.4323931577308504
2 50,0.36906565053908863
2 51,0.27475932125829505
2 52,0.5265658039582911
2 53,0.33198714612250957
2 54,0.4196401202200448
2 55,0.3189308499878401
2 56,0.48413914401934066
2 57,0.4201225762607081
2 58,0.4117904740691243
2 59,0.23090662036058437
2 60,0.30931724287888673
2 61,0.32454453437461417
2 62,0.27336718404925175
2 63,0.3504878730643611
2 64,0.5026042057317414
2 65,0.4336253222750287
2 66,0.422017587522814
2 67,0.368570352742946
2 68,0.4181502114154494
2 69,0.19065180811159524
2 70,0.3055444184578832
2 71,0.39827291647252505
2 72,0.27344328755001274
2 73,0.519161679595549
2 74,0.37305170871110443
2 75,0.41104663716472223
2 76,0.5266012608406766
2 77,0.3879550394609342
2 78,0.4256555924519268
2 79,0.18994611766078523
2 80,0.25161169713458387
2 81,0.2971275758326496
2 82,0.2719173536437629
2 83,0.44812430819303994
2 84,0.41114528002982015
2 85,0.4205147233188854
2 86,0.3123653225629265
2 87,0.4060858177773838
2 88,0.2737618691534972
2 89,0.3009582070939524
2 90,0.2612546432984598
2 91,0.3363616768680967
2 92,0.373275435577951
2 93,0.4383454818613045
2 94,0.1699329614906437
2 95,0.4427205808261605
2 96,0.3925470845426934
2 97,0.13709767234658649
2 98,0.2566162694056351
2 99,0.2629266474381266
3 4,0.395044067298375
3 5,0.2204154743532339
3 6,0.4100901726098614
3 7,0.2171598431108717
3 8,0.3287544330573303
3 9,0.48078108178342055
3 10,0.1641770518208397
3 11,0.21193237736123519
3 12,0.4934910482736362
3 13,0.39714397842888133
3 14,0.42211963970352595
3 15,0.3221693399489209
3 16,0.18374449679637975
3 17,0.4376786576084939
3 18,0.3200447302208555
3 19,0.30746431772397115
3 20,0.24410449779644566
3 21,0.40155828452329806
3 22,0.29815387453567016
3 23,0.3227984723235547
3 24,0.4997298685595187
3 25,0.4394686998309737
3 26,0.32192205092305326
3 27,0.5351228452178287
3 28,0.40188898813785456
3 29,0.5510700326460911
3 30,0.342569737550884
3 31,0.4078315388968818
3 32,0.4976098803481745
3 33,0.3749938442912525
3 34,0.24350775392014473
3 35,0.3793562530257676
3 36,0.29395073766225505
3 37,0.5092078038476778
3 38,0.40220321339361
3 39,0.41687372576828924
3 40,0.37055722612020636
3 41,0.37464885943240195
3 42,0.34166301112270275
3 43,0.41848263862845503
3 44,0.43192236912584386
3 45,0.5325385082198599
3 46,0.5562880280745777
3 47,0.4785996122471708
3 48,0.310678431078412
3 49,0.3807282752726885
3 50,0.26336091848477894
3 51,0.4774166554916876
3 52,0.5885343200650345
3 53,0.4661195093919068
3 54,0.48284167214051227
3 55,0.48077185769062053
3 56,0.3175303978368271
3 57,0.4905582413386336
3 58,0.3217648814732486
3 59,0.32093221295646
3 60,0.3929269580646603
3 61,0.24423662771712987
3 62,0.4113986679425083
3 63,0.4746650347409261
3 64,0.5448998343072612
3 65,0.25966662196675083
3 66,0.33896063604192095
3 67,0.6623291459361337
3 68,0.3691068653767332
3 69,0.47154043486199465
3 70,0.16954791717332882
3 71,0.32476773090347627
3 72,0.45171037788096635
3 73,0.44686187650246645
3 74,0.37104669019852066
3 75,0.27971832234397265
3 76,0.3108912481352938
3 77,0.5259865233541907
3 78,0.4208299334880405
3 79,0.4028075335268309
3 80,0.20656702373565533
3 81,0.20681438852409212
3 82,0.2833632216668826
3 83,0.43989728868493605
3 84,0.17162574351491347
3 85,0.5075257990488767
3 86,0.49601375242156104
3 87,0.46166641286205984
3 88,0.4791682482102987
3 89,0.34352483837949926
3 90,0.314086193559727
3 91,0.5244294131507152
3 92,0.20135755159620367
3 93,0.2620912514688468
3 94,0.333474649465533
3 95,0.2850884111301275
3 96,0.2946516550712054
3 97,0.2954543594918756
3 98,0.35010405988879567
3 99,0.47578806330417234
4 5,0.4301158106632786
4 6,0.4940231287971253
4 7,0.4303444999784077
4 8,0.5535875849393104
4 9,0.5627570908082579
4 10,0.5338242937223893
4 11,0.3117383494215149
4 12,0.36313829017518573
4 13,0.5525055060447166
4 14,0.21838136301407743
4 15,0.36810661005687495
4 16,0.5530220931228044
4 17,0.5930401852243292
4 18,0.3189436728026771
4 19,0.46282584533980636
4 20,0.4468361929915078
4 21,0.3426340978534191
4 22,0.5093815842407795
4 23,0.39312598633394774
4 24,0.15313444901292736
4 25,0.3071589945700967
4 26,0.26299786425317423
4 27,0.24635055492293811
4 28,0.5436450735768191
4 29,0.23921212989037913
4 30,0.49793126516671926
4 31,0.4133672825405917
4 32,0.35365168007285325
4 33,0.5283984247446611
4 34,0.4702978529645514
4 35,0.46328920921303146
4 36,0.3778836938495189
4 37,0.37689809858680073
4 38,0.41470759815230235
4 39,0.34774545746575714
4 40,0.5973473251646132
4 41,0.30892195167408765
4 42,0.3541673958813952
4 43,0.4888101526388482
4 44,0.6553111076260328
4 45,0.4021857501214095
4 46,0.4123298277992565
4 47,0.4060699834004211
4 48,0.4606586191665663
4 49,0.4722880220135721
4 50,0.5596226417953304
4 51,0.4184924688218087
4 52,0.30988315138952344
4 53,0.26433817986488506
4 54,0.28106034261349044
4 55,0.2653850859867279
4 56,0.401463354024091
4 57,0.3719968664601379
4 58,0.40569783766051243
4 59,0.4146996052012519
4 60,0.5482884856804956
4 61,0.46906977959910995
4 62,0.41029761052433
4 63,0.34431227664247566
4 64,0.5574042190659536
4 65,0.42735691670587383
4 66,0.280036449372042
4 67,0.3157337263895424
4 68,0.3680058079585548
4 69,0.47043937744381636
4 70,0.5255897168980077
4 71,0.25028115489429986
4 72,0.22902312500899683
4 73,0.36103099219418244
4 74,0.288064099679297
4 75,0.5045514742259527
4 76,0.3812187621456869
4 77,0.3820283230788695
4 78,0.41972887606986214
4 79,0.33027790468008117
4 80,0.6016110910340302
4 81,0.5628561882487709
4 82,0.38121224656473573
4 83,0.45240167344362847
4 84,0.45623897181102085
4 85,0.37717304095042625
4 86,0.29423242289453927
4 87,0.543642421886897
4 88,0.27202861097663256
4 89,0.5703149374239059
4 90,0.255162006889848
4 91,0.32069113646126673
4 92,0.43941407501858076
4 93,0.35305368611416055
4 94,0.5551627076936131
4 95,0.35822088273999875
4 96,0.35605358080418936
4 97,0.5086390163594116
4 98,0.3606514974850615
4 99,0.26040129160027975
5 6,0.5658642652962732
5 7,0.3537838099935375
5 8,0.3439544879094304
5 9,0.4959811366355207
5 10,0.12229948110216357
5 11,0.22028001087950494
5 12,0.31588521364665706
5 13,0.4028854553292528
5 14,0.30126527278691856
5 15,0.2684205322623537
5 16,0.3735477262516545
5 17,0.4571187646458516
5 18,0.39991722939314933
5 19,0.2541712218911398
5 20,0.3914428829778932
5 21,0.3700711713575061
5 22,0.2521294395918519
5 23,0.1214763018471672
5 24,0.5217326445000542
5 25,0.27258258688262027
5 26,0.43263976489359524
5 27,0.34624126741686767
5 28,0.3927203914197374
5 29,0.42899891886813746
5 30,0.3466804251492333
5 31,0.22083016077574807
5 32,0.2998754463362358
5 33,0.41400342295287645
5 34,0.3556201810270828
5 35,0.3990759239434721
5 36,0.2940605555063099
5 37,0.36454391312154666
5 38,0.20665869644438686
5 39,0.22482375732339935
5 40,0.18903749716837395
5 41,0.18176019934647208
5 42,0.29945928254362225
5 43,0.21487736312923653
5 44,0.4385677692393362
5 45,0.34710488494317426
5 46,0.40919814412010486
5 47,0.32261338436699993
5 48,0.49825537743775544
5 49,0.4213198521417699
5 50,0.39760859238449814
5 51,0.29002608505257543
5 52,0.4573929115025005
5 53,0.32308640796779786
5 54,0.4409641014218361
5 55,0.3251117876708541
5 56,0.4713475433608124
5 57,0.3363115220472865
5 58,0.4344395426062172
5 59,0.3780823811872449
5 60,0.24402301515327146
5 61,0.3546747778073252
5 62,0.21725197039501845
5 63,0.2918872683275337
5 64,0.4312675342996091
5 65,0.4621682641204382
5 66,0.3126920486426
5 67,0.5414747790195263
5 68,0.3672535235276871
5 69,0.2829384209413802
5 70,0.3130211991244877
5 71,0.27874329595965797
5 72,0.2738818013005403
5 73,0.427527382486573
5 74,0.21665488558715612
5 75,0.444578241141651
5 76,0.38978527372637434
5 77,0.32303356357578117
5 78,0.36399569517081815
5 79,0.20511969349495004
5 80,0.26264553042511135
5 81,0.29831985138414424
5 82,0.2969759749316811
5 83,0.39149656075817113
5 84,0.2704588863053853
5 85,0.3736717116961497
5 86,0.3096016555636622
5 87,0.3578188486665409
5 88,0.30729347313042604
5 89,0.3236303074520821
5 90,0.2747712917442286
5 91,0.3559559986150603
5 92,0.40181837742336046
5 93,0.44554838084025233
5 94,0.18408146976353743
5 95,0.4644608015831346
5 96,0.24514289956989588
5 97,0.1515359724466688
5 98,0.1927417564642518
5 99,0.2807094861555269
6 7,0.24949542128913044
6 8,0.3634560762716937
6 9,0.5259356866702578
6 10,0.4822269157133841
6 11,0.43608256756316516
6 12,0.45414917498350266
6 13,0.4330468371779049
6 14,0.5348036953950753
6 15,0.6131963621844773
6 16,0.38228663555855574
6 17,0.3133027707129182
6 18,0.3698019111865706
6 19,0.5402312879712526
6 20,0.31449659939708147
6 21,0.433644982661736
6 22,0.5366053103500004
6 23,0.5725722452919244
6 24,0.3912425288636448
6 25,0.5500289791827188
6 26,0.42543732049006266
6 27,0.48785999531787316
6 28,0.2878831029014791
6 29,0.4214776655734128
6 30,0.23188225284545266
6 31,0.4605365656675856
6 32,0.6045265104594015
6 33,0.40938577012272775
6 34,0.28738583527853734
6 35,0.26858580830706263
6 36,0.336202802760485
6 37,0.4381575528084048
6 38,0.5057184829606194
6 39,0.5237903558795163
6 40,0.5455010671157872
6 41,0.6453285557457197
6 42,0.4383755596012767
6 43,0.525399268739682
6 44,0.19124207428822962
6 45,0.3573081331875661
6 46,0.38928175569147366
6 47,0.4426590995012551
6 48,0.33413175716884375
6 49,0.4715285401386304
6 50,0.3111094064533041
6 51,0.5129047141743432
6 52,0.4228875312236488
6 53,0.6654535942899268
6 54,0.5013229281020795
6 55,0.659117059230419
6 56,0.30898881214140633
6 57,0.5272851695528418
6 58,0.43573311271273185
6 59,0.35330544513161094
6 60,0.4284979767605895
6 61,0.40785813155867096
6 62,0.5183152980537353
6 63,0.6499407157896012
6 64,0.37348561988555307
6 65,0.1886772082705451
6 66,0.44410669491095245
6 67,0.4179533044980995
6 68,0.47262213494374244
6 69,0.43559992211607884
6 70,0.35618851393993395
6 71,0.5667034872752977
6 72,0.5116716404793346
6 73,0.5344875381938051
6 74,0.645293667082603
6 75,0.3140881255052416
6 76,0.40420243606965006
6 77,0.6329031534654178
6 78,0.5277465635992675
6 79,0.5675472928897586
6 80,0.43360422239950663
6 81,0.3906017669346388
6 82,0.36030257297261264
6 83,0.38694997321793184
6 84,0.36524664883215785
6 85,0.5260070550104439
6 86,0.4127251947666247
6 87,0.5643123069475033
6 88,0.6597965547729282
6 89,0.3842283165632886
6 90,0.49948299622778164
6 91,0.5047922476708692
6 92,0.27790422550577193
6 93,0.28011899269118495
6 94,0.49821440882846063
6 95,0.2759207993254101
6 96,0.4249232335767585
6 97,0.4807682021466566
6 98,0.569491284652852
6 99,0.6405278226671002
7 8,0.15351894405161554
7 9,0.31599855445017966
7 10,0.2871532631317367
7 11,0.2514618766539916
7 12,0.48381419836004336
7 13,0.3604221641880942
7 14,0.42027057843963955
7 15,0.438530872868136
7 16,0.1828024650109515
7 17,0.2511310593955814
7 18,0.26316363275458304
7 19,0.4066310052253444
7 20,0.08200798082903948
7 21,0.39383838177213193
7 22,0.3830395071493348
7 23,0.4287678809133632
7 24,0.4978808072956324
7 25,0.585238686186135
7 26,0.3135498324510782
7 27,0.5060628996002009
7 28,0.18813050557120053
7 29,0.555077948319321
7 30,0.18323302369171302
7 31,0.38791189267777504
7 32,0.6171847311148537
7 33,0.19944863790264966
7 34,0.09256106273671068
7 35,0.23236694388190737
7 36,0.1207209869135314
7 37,0.3914857267107756
7 38,0.53538350633716
7 39,0.3969927942220434
7 40,0.3608803762066136
7 41,0.5114793929599906
7 42,0.4680405829778174
7 43,0.521050686674046
7 44,0.39752896592426923
7 45,0.5228616583062672
7 46,0.3917358947142728
7 47,0.295453374578476
7 48,0.35562692389574163
7 49,0.2628494453801121
7 50,0.2544823787628427
7 51,0.6105969484352377
7 52,0.5836986983232987
7 53,0.6132370845654221
7 54,0.45955938005004876
7 55,0.5833399057362113
7 56,0.16493556772302417
7 57,0.6723475713929631
7 58,0.3153496101637002
7 59,0.19779008161901576
7 60,0.5261072510082104
7 61,0.20837396101106664
7 62,0.5309735187091876
7 63,0.5878462822928482
7 64,0.5151466611814566
7 65,0.14897402328789852
7 66,0.3364592590572258
7 67,0.5176229418151045
7 68,0.48285746863619045
7 69,0.43255597149206043
7 70,0.12924457899876735
7 71,0.43856492814299125
7 72,0.46141207791725664
7 73,0.5366927971767835
7 74,0.4876349804873503
7 75,0.13501211822294348
7 76,0.23658854788156494
7 77,0.6285545713997817
7 78,0.5404047842547197
7 79,0.5019742210282041
7 80,0.2216067271100444
7 81,0.16856611003907077
7 82,0.1674552034868965
7 83,0.39620683332916645
7 84,0.2655770115151529
7 85,0.479071575172
7 86,0.4999644673550453
7 87,0.42580374615599664
7 88,0.6167749692593374
7 89,0.18050409383042673
7 90,0.4472664865032771
7 91,0.3866918501446686
7 92,0.06821597332551464
7 93,0.13291326776840595
7 94,0.29148487438187215
7 95,0.12065431585263574
7 96,0.2898160333294694
7 97,0.25516526468032363
7 98,0.5228194585552229
7 99,0.5663814584749146
8 9,0.18787643579538954
8 10,0.22513932736475814
8 11,0.35396041254234184
8 12,0.39901114694680634
8 13,0.27440236591351097
8 14,0.3557234832901865
8 15,0.4423069929608997
8 16,0.22006942881841454
8 17,0.332994674649011
8 18,0.4100236530741041
8 19,0.4646850966692502
8 20,0.16741675398302766
8 21,0.3240851859175567
8 22,0.3231409380769793
8 23,0.4344410199763166
8 24,0.571018923216909
8 25,0.5501451989638712
8 26,0.40227208156901245
8 27,0.4582958498022219
8 28,0.15888300971351899
8 29,0.5537753245857872
8 30,0.1505841672898138
8 31,0.34406896515149105
8 32,0.5663952851437936
8 33,0.28433464932916036
8 34,0.1950595986250609
8 35,0.2860101385470103
8 36,0.21973520224439036
8 37,0.3400377524882322
8 38,0.4993332893910432
8 39,0.34280198770676545
8 40,0.2760773247933765
8 41,0.4615140164541148
8 42,0.5431014771428118
8 43,0.5094902656462964
8 44,0.38097988276500044
8 45,0.44599511482953796
8 46,0.34117320611282714
8 47,0.2616707313285042
8 48,0.40473898658472185
8 49,0.17138747023478063
8 50,0.34617111127778877
8 51,0.5462020602873069
8 52,0.49843372252565127
8 53,0.4773306649756461
8 54,0.3917631313579001
8 55,0.5527318656608428
8 56,0.2673511435981008
8 57,0.6625182493088559
8 58,0.4129992658607045
8 59,0.17426212939792246
8 60,0.4413041995949733
8 61,0.31026677515866574
8 62,0.48177137432542905
8 63,0.49923275246171533
8 64,0.45860532095676004
8 65,0.23940471834128463
8 66,0.3873378775722339
8 67,0.4029624679808442
8 68,0.4678242429614679
8 69,0.4260401253718995
8 70,0.25542308470331004
8 71,0.5241312116783455
8 72,0.41402490164124456
8 73,0.4928498696504997
8 74,0.4471934135052841
8 75,0.16434257409389863
8 76,0.3805836824093709
8 77,0.59477192814981
8 78,0.4896153382836596
8 79,0.45118477505714394
8 80,0.18124812014125172
8 81,0.3050782513695979
8 82,0.2598428457027092
8 83,0.33158518781162094
8 84,0.4190959555667684
8 85,0.3450186868376931
8 86,0.47652970309406756
8 87,0.37057234075276174
8 88,0.5492800283048959
8 89,0.1388408554200163
8 90,0.5148443874709925
8 91,0.29938605802049073
8 92,0.18911913133668662
8 93,0.2864322118200215
8 94,0.18774758260582328
8 95,0.2624315769296916
8 96,0.24808847249780855
8 97,0.2436048436525741
8 98,0.46136400656709947
8 99,0.526659635900245
9 10,0.3987300488744334
9 11,0.5130386623966883
9 12,0.5868875827421959
9 13,0.3857786081355362
9 14,0.38002088016407143
9 15,0.4378710566529764
9 16,0.3562700344643927
9 17,0.43243573629474064
9 18,0.5416421385348883
9 19,0.6457588113762044
9 20,0.27182435509007036
9 21,0.5119616217129462
9 22,0.5077557952683245
9 23,0.5969206303748807
9 24,0.5985778986948382
9 25,0.5697676665052923
9 26,0.42189454911043384
9 27,0.48202790638473897
9 28,0.29460525049757075
9 29,0.5629448304547345
9 30,0.31306377768837795
9 31,0.4416738451700984
9 32,0.6114145780820402
9 33,0.34421431564050053
9 34,0.35073648793518963
9 35,0.4484897489455744
9 36,0.3549209682759394
9 37,0.48551056016570787
9 38,0.6618128997896073
9 39,0.530678423502155
9 40,0.44694695786767763
9 41,0.48845355716626776
9 42,0.7309779129382011
9 43,0.6751444792194637
9 44,0.5094458877213878
9 45,0.6259350426884195
9 46,0.4560337688923437
9 47,0.4495471671238938
9 48,0.4921397849706762
9 49,0.11593112576359199
9 50,0.4810670854821492
9 51,0.7340784960826964
9 52,0.4751831370703978
9 53,0.5118969962414189
9 54,0.4367824242961468
9 55,0.5945765554244863
9 56,0.34471378037794914
9 57,0.6821407168502773
9 58,0.41561493068103733
9 59,0.3229703775930686
9 60,0.6121738326692745
9 61,0.3259753483752338
9 62,0.6680605085335171
9 63,0.5272452426788735
9 64,0.5647136023359115
9 65,0.38487752601876035
9 66,0.5752143133676234
9 67,0.4141048311517501
9 68,0.48744671050288924
9 69,0.5885197357704637
9 70,0.3327857214831584
9 71,0.5381437640208104
9 72,0.5490447476462464
9 73,0.5020193755194471
9 74,0.45636291937423146
9 75,0.2705832505627265
9 76,0.4818388030120167
9 77,0.6397912210880566
9 78,0.5346346312219062
9 79,0.6390612108525335
9 80,0.3063127645534213
9 81,0.45395241959129123
9 82,0.40531565338018494
9 83,0.4890761360786658
9 84,0.5713714843326795
9 85,0.5192896804562118
9 86,0.6320406723776492
9 87,0.4208070531921422
9 88,0.5789481579467738
9 89,0.23669461547844442
9 90,0.6931970137425724
9 91,0.32726588797898043
9 92,0.31758513629307383
9 93,0.4489118222185856
9 94,0.37244941522660957
9 95,0.4249111873282557
9 96,0.39717970048025897
9 97,0.40925905722574146
9 98,0.4640103552279582
9 99,0.5589805161400789
10 11,0.28018162939527075
10 12,0.33984423594585395
10 13,0.314652121011006
10 14,0.3403036601654806
10 15,0.24446150996315666
10 16,0.2845815784828242
10 17,0.4258825581686066
10 18,0.35503531293350393
10 19,0.28614440876027436
10 20,0.35052365193766555
10 21,0.25967645216010454
10 22,0.15534016257132097
10 23,0.20930169261155848
10 24,0.5539683107901808
10 25,0.3383783438756948
10 26,0.32802735862136373
10 27,0.398658339602686
10 28,0.29723574584082435
10 29,0.5327074019272482
10 30,0.258778173258389
10 31,0.29758402637143505
10 32,0.3555416720647497
10 33,0.3964658466126177
10 34,0.27774340051200347
10 35,0.44899866506353076
10 36,0.3637264539405249
10 37,0.421836268754077
10 38,0.2741939620262851
10 39,0.27480551748486454
10 40,0.21658425593201974
10 41,0.2430336128214511
10 42,0.33224786406376783
10 43,0.28435093828153823
10 44,0.3701262696859566
10 45,0.3785655380316733
10 46,0.507190341333103
10 47,0.38415045158279376
10 48,0.43359651355809053
10 49,0.35619504846152733
10 50,0.3086424446156678
10 51,0.33534844720826296
10 52,0.5052057029516338
10 53,0.37370286905273303
10 54,0.3271680216802168
10 55,0.38632269702624333
10 56,0.40794103475001764
10 57,0.4408632425015891
10 58,0.3441128506197
10 59,0.32507939917252127
10 60,0.2865730354955213
10 61,0.271037428224436
10 62,0.2693304596590836
10 63,0.3159292506400043
10 64,0.41212038217670405
10 65,0.373202116351608
10 66,0.33665107094179686
10 67,0.5797195156044376
10 68,0.2929132260989929
10 69,0.3466933616079242
10 70,0.25653389655227277
10 71,0.32481116179626984
10 72,0.3473181755161136
10 73,0.3715349988976547
10 74,0.32077650193611246
10 75,0.3479023428059274
10 76,0.3221110217112795
10 77,0.383918315070766
10 78,0.27876172520461573
10 79,0.251187559331562
10 80,0.17889790842275208
10 81,0.24660559067150636
10 82,0.35086697001999373
10 83,0.2842236382246406
10 84,0.2177661520115341
10 85,0.39422937345112896
10 86,0.39773183914394356
10 87,0.33234476438977417
10 88,0.34655861787860254
10 89,0.23466415968325186
10 90,0.30297036622868323
10 91,0.395387063389784
10 92,0.33155971264772754
10 93,0.3946262177885967
10 94,0.22882140716850277
10 95,0.40100485789593715
10 96,0.1885339223115463
10 97,0.20894170676400642
10 98,0.2674557148842386
10 99,0.32677735199213886
11 12,0.28789545220025864
11 13,0.5694369250094514
11 14,0.30762095683579144
11 15,0.46489101933233484
11 16,0.32741737523609515
11 17,0.30737893330848326
11 18,0.3199092667471265
11 19,0.24859316485253197
11 20,0.2925665555229776
11 21,0.36589093372063164
11 22,0.41461586862164396
11 23,0.28093412217320385
11 24,0.367975502930875
11 25,0.409672190515587
11 26,0.26519422113427177
11 27,0.3658705535895169
11 28,0.4297712803798432
11 29,0.46096159368079564
11 30,0.36664155137497706
11 31,0.24168172447729508
11 32,0.45234416965360597
11 33,0.274266523626936
11 34,0.18123524050448778
11 35,0.24523582236101923
11 36,0.16771605401265083
11 37,0.3302491906663545
11 38,0.3535361421548239
11 39,0.22875087221657792
11 40,0.30148199161611405
11 41,0.3607420337552551
11 42,0.302081765995183
11 43,0.3732169279338865
11 44,0.6048414933408489
11 45,0.3414290941902989
11 46,0.4225869432303493
11 47,0.33809580631450714
11 48,0.47693007039100305
11 49,0.4044023356084833
11 50,0.36621747039388197
11 51,0.4321509447971192
11 52,0.48482043892286836
11 53,0.48290788862599276
11 54,0.443586584873397
11 55,0.4831251946150997
11 56,0.3375542175885835
